2,66.81,4,0.625,0.166,0.9
1,68.31,1,0.25,0.6109999
1,68.61,1,0.25,0.5
1,68.91,1,0.25,0.277
1,69.21,1,0.25,0.388
1,69.51,1,0.25,0.5
1,69.81,1,0.25,0.6109999
1,70.11,1,0.25,0.7219999
1,70.71,2,0.781,0.555
1,71.01,2,0.781,0.444
1,71.31,2,0.781,0.333
1,71.61,2,0.781,0.222
1,72.06,4,0.312,0.222
1,72.21,4,0.281,0.222
1,72.51,4,0.687,0.222
1,72.66,4,0.718,0.222
1,73.11,1,0.281,0.388
1,73.41,1,0.281,0.555
1,73.56,1,0.281,0.6109999
2,74.01,4,0.75,0.222,1.2
1,76.11,4,0.437,0.222
1,76.41,4,0.375,0.222
1,76.71,4,0.656,0.222
1,76.86,4,0.687,0.222
1,77.31,3,0.218,0.777
1,77.61,3,0.281,0.777
1,77.91,3,0.343,0.777
1,78.21,3,0.406,0.777
2,78.36,3,0.656,0.777,0.9
1,81.21,4,0.312,0.166
1,81.66,4,0.5,0.166
1,82.11,4,0.687,0.166
1,82.41,4,0.312,0.277,d
1,82.41,4,0.687,0.277,d
1,83.01,4,0.312,0.388,d
1,83.01,4,0.687,0.388,d
1,83.61,4,0.312,0.5,d
1,83.61,4,0.687,0.5,d
1,84.21,2,0.718,0.6659999
1,84.51,2,0.718,0.555
1,84.66,2,0.718,0.5
1,85.11,1,0.281,0.6659999
1,85.41,1,0.281,0.555
1,85.56,1,0.281,0.5
1,86.61,2,0.718,0.6109999
1,86.91,2,0.718,0.5
1,87.06,2,0.718,0.444
1,87.51,1,0.281,0.6109999
1,87.66,1,0.281,0.555
1,87.96,1,0.281,0.444
1,88.26,1,0.281,0.333
1,89.01,4,0.625,0.222
1,89.31,4,0.687,0.222
1,89.46,4,0.718,0.222
1,89.91,4,0.343,0.222
1,90.06,4,0.312,0.222
1,90.36,4,0.656,0.222
1,90.66,4,0.718,0.222
1,91.11,1,0.25,0.6659999
1,91.26,1,0.25,0.6109999
1,91.56,1,0.25,0.5
1,91.86,1,0.25,0.388
1,92.31,2,0.75,0.277
1,92.61,2,0.75,0.388
1,92.76,2,0.75,0.444
1,93.66,4,0.312,0.166
1,93.81,4,0.281,0.166
1,94.11,4,0.625,0.166
1,94.41,4,0.562,0.166
1,94.71,4,0.312,0.166
1,94.86,4,0.281,0.166
1,95.16,4,0.625,0.166
1,95.46,4,0.562,0.166
1,96.21,4,0.25,0.166
1,96.51,4,0.312,0.166
1,96.81,4,0.375,0.166
1,97.11,4,0.625,0.166
1,97.26,4,0.656,0.166
1,97.56,4,0.343,0.166
1,98.61,3,0.781,0.777
1,98.91,3,0.718,0.777
1,99.21,3,0.656,0.777
1,99.51,3,0.187,0.777
1,99.66,3,0.218,0.777
1,99.96,3,0.281,0.777
1,100.26,3,0.343,0.777
1,100.71,3,0.593,0.777
1,100.86,3,0.625,0.777
1,101.16,3,0.687,0.777
1,101.46,3,0.75,0.777
1,101.91,2,0.75,0.6109999
1,102.21,2,0.75,0.444
1,102.36,2,0.75,0.388
1,103.41,4,0.25,0.222
1,103.71,4,0.687,0.222
1,103.86,4,0.718,0.222
1,104.31,4,0.312,0.222
1,104.61,4,0.375,0.222
1,104.91,4,0.781,0.222
1,105.06,4,0.75,0.222
1,105.51,1,0.25,0.777
1,105.81,1,0.25,0.6659999
1,105.96,1,0.25,0.6109999
1,106.26,2,0.75,0.555
3,106.41,2,0.75,0.5,0.75,0.166,0.6
1,107.01,4,0.25,0.166
1,107.61,2,0.812,0.7219999,d
1,107.61,2,0.812,0.277,d
1,108.06,2,0.718,0.7219999,d
1,108.06,2,0.718,0.277,d
1,108.51,2,0.625,0.7219999,d
1,108.51,2,0.625,0.277,d
2,108.81,4,0.625,0.166,0.6,d
2,108.81,4,0.375,0.166,0.6,d
1,110.01,1,0.187,0.7219999,d
1,110.01,1,0.187,0.277,d
1,110.46,1,0.281,0.7219999,d
1,110.46,1,0.281,0.277,d
1,110.91,1,0.375,0.7219999,d
1,110.91,1,0.375,0.277,d
3,111.21,1,0.625,0.166,0.625,0.5,0.6,d
3,111.21,2,0.375,0.166,0.375,0.5,0.6,d
1,113.01,4,0.656,0.166
1,113.31,4,0.718,0.166
1,113.61,4,0.781,0.166
1,113.91,4,0.375,0.166
1,114.06,4,0.343,0.166
1,114.51,4,0.718,0.166
1,115.41,3,0.625,0.777
1,115.71,3,0.687,0.777
1,116.01,3,0.75,0.777
1,116.31,3,0.343,0.777
1,116.46,3,0.375,0.777
1,116.76,3,0.656,0.777
1,116.91,3,0.687,0.777
1,117.21,1,0.281,0.777,d
1,117.21,1,0.281,0.222,d
1,117.81,4,0.281,0.222,d
1,117.81,4,0.718,0.222,d
1,118.41,2,0.718,0.222,d
1,118.41,2,0.718,0.777,d
1,119.01,3,0.718,0.777,d
1,119.01,3,0.281,0.777,d
1,119.61,1,0.281,0.777,d
1,119.61,1,0.281,0.222,d
1,120.21,4,0.281,0.222,d
1,120.21,4,0.718,0.222,d
1,120.81,4,0.406,0.222
1,121.26,4,0.5,0.222
1,121.71,4,0.593,0.222
2,122.01,4,0.656,0.222,1.5
1,124.41,3,0.656,0.7219999,d
1,124.41,3,0.343,0.7219999,d
1,126.81,3,0.718,0.7219999,d
1,126.81,3,0.281,0.7219999,d
1,128.01,3,0.718,0.6109999,d
1,128.01,3,0.281,0.6109999,d
1,129.21,3,0.718,0.5,d
1,129.21,3,0.281,0.5,d
1,130.41,4,0.281,0.222
1,131.01,4,0.5,0.222
1,131.61,4,0.718,0.222
1,132.21,2,0.75,0.388
1,132.51,2,0.75,0.5
1,132.66,2,0.75,0.555
1,133.11,1,0.25,0.388
1,133.41,1,0.25,0.5
1,133.56,1,0.25,0.555
1,134.61,4,0.718,0.222
1,134.91,4,0.312,0.222
1,135.06,4,0.343,0.222
1,135.51,4,0.625,0.222
1,135.66,4,0.656,0.222
1,135.96,4,0.718,0.222
1,136.26,4,0.781,0.222
1,137.01,3,0.718,0.777
1,137.31,3,0.656,0.777
1,137.46,3,0.625,0.777
1,137.91,3,0.281,0.777
1,138.06,3,0.312,0.777
1,138.36,3,0.375,0.777
1,138.66,3,0.437,0.777
1,139.11,2,0.718,0.6659999
1,139.26,2,0.718,0.6109999
1,139.56,2,0.718,0.5
1,139.86,2,0.718,0.388
1,140.31,1,0.281,0.277
1,140.61,1,0.281,0.388
1,140.76,1,0.281,0.444
1,141.81,4,0.562,0.222
1,142.11,4,0.625,0.222
1,142.41,4,0.687,0.222
1,142.71,4,0.281,0.222
1,142.86,4,0.312,0.222
1,143.31,4,0.75,0.222
1,144.21,3,0.437,0.777
1,144.51,3,0.375,0.777
1,144.81,3,0.312,0.777
1,145.11,3,0.687,0.777
1,145.26,3,0.718,0.777
1,145.56,3,0.312,0.777
1,145.71,3,0.281,0.777
1,146.01,4,0.281,0.222,d
1,146.01,4,0.718,0.222,d
1,146.61,2,0.718,0.222,d
1,146.61,2,0.718,0.777,d
1,147.21,3,0.718,0.777,d
1,147.21,3,0.281,0.777,d
1,147.81,1,0.281,0.777,d
1,147.81,1,0.281,0.222,d
1,148.41,4,0.281,0.222,d
1,148.41,4,0.718,0.222,d
1,149.01,2,0.718,0.222,d
1,149.01,2,0.718,0.777,d
1,149.61,3,0.718,0.777,d
1,149.61,3,0.281,0.777,d
1,150.06,3,0.406,0.777
1,150.51,3,0.5,0.777
2,150.81,3,0.562,0.777,1.8
1,154.71,1,0.187,0.777
1,155.01,1,0.187,0.6659999
1,155.31,1,0.187,0.555
1,155.61,1,0.187,0.444
1,155.91,1,0.187,0.333
1,156.21,4,0.187,0.222
1,156.51,4,0.25,0.222
2,156.81,4,0.312,0.222,0.6
2,157.41,4,0.687,0.222,0.6
1,158.31,4,0.375,0.222
1,158.46,4,0.343,0.222
1,158.91,4,0.437,0.222
1,159.21,4,0.5,0.222
1,159.51,2,0.812,0.777
1,159.81,2,0.812,0.6659999
1,160.11,2,0.812,0.555
1,160.41,2,0.812,0.444
1,160.71,2,0.812,0.333
1,161.01,4,0.812,0.222
1,161.31,4,0.75,0.222
2,161.61,4,0.687,0.222,0.6
1,162.21,4,0.312,0.222
1,162.51,4,0.375,0.222
1,162.81,4,0.437,0.222
2,163.41,4,0.625,0.222,0.6
1,164.31,3,0.781,0.833
1,164.61,3,0.718,0.777
1,164.91,3,0.656,0.7219999
1,165.21,3,0.593,0.6659999
1,165.51,3,0.531,0.6109999
1,165.81,3,0.468,0.555
1,166.11,3,0.406,0.5
1,166.26,3,0.375,0.5
1,166.71,3,0.218,0.833
1,167.01,3,0.281,0.777
1,167.31,3,0.343,0.7219999
1,167.61,3,0.406,0.6659999
1,167.91,3,0.468,0.6109999
1,168.21,3,0.531,0.555
1,168.51,3,0.593,0.5
1,168.81,4,0.281,0.222
1,169.11,4,0.718,0.222
1,169.41,4,0.281,0.222
1,169.71,4,0.718,0.222
1,170.01,4,0.343,0.222
1,170.31,4,0.406,0.222
1,170.61,4,0.468,0.222
1,170.91,4,0.531,0.222
1,171.21,4,0.593,0.222
1,171.81,2,0.781,0.222
1,172.11,2,0.781,0.333
1,172.41,2,0.781,0.444
2,173.01,2,0.781,0.6659999,1.2
